# @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
# Peter Rasmussen, Lab 4
# Unsorted and sorted lists and sorted list performance metrics.
# Input file: /users/peter/PycharmProjects/PRasmussenLab4/resources/inputs/ran2k.dat
# Output file: /users/peter/PycharmProjects/PRasmussenLab4/resources/outputs/ran2k.csv

metric,unsorted,heap_sort,two_way_merge,three_way_merge,four_way_merge
1832,1313,1833,1833,1833,1833
1833,505,1834,1834,1834,1834
1834,347,1835,1835,1835,1835
1835,650,1836,1836,1836,1836
1836,793,1837,1837,1837,1837
1837,754,1838,1838,1838,1838
1838,1053,1839,1839,1839,1839
1839,895,1840,1840,1840,1840
1840,604,1841,1841,1841,1841
1841,309,1842,1842,1842,1842
1842,1094,1843,1843,1843,1843
1843,854,1844,1844,1844,1844
1844,1978,1845,1845,1845,1845
1845,571,1846,1846,1846,1846
1846,136,1847,1847,1847,1847
1847,168,1848,1848,1848,1848
1848,640,1849,1849,1849,1849
1849,125,1850,1850,1850,1850
1850,565,1851,1851,1851,1851
1851,1552,1852,1852,1852,1852
1852,195,1853,1853,1853,1853
1853,1637,1854,1854,1854,1854
1854,970,1855,1855,1855,1855
1855,1576,1856,1856,1856,1856
1856,1675,1857,1857,1857,1857
1857,1156,1858,1858,1858,1858
1858,1629,1859,1859,1859,1859
1859,1347,1860,1860,1860,1860
1860,768,1861,1861,1861,1861
1861,1409,1862,1862,1862,1862
1862,1794,1863,1863,1863,1863
1863,1777,1864,1864,1864,1864
1864,660,1865,1865,1865,1865
1865,1231,1866,1866,1866,1866
1866,1586,1867,1867,1867,1867
1867,1346,1868,1868,1868,1868
1868,10,1869,1869,1869,1869
1869,1944,1870,1870,1870,1870
1870,1904,1871,1871,1871,1871
1871,1797,1872,1872,1872,1872
1872,626,1873,1873,1873,1873
1873,1100,1874,1874,1874,1874
1874,1556,1875,1875,1875,1875
1875,842,1876,1876,1876,1876
1876,1443,1877,1877,1877,1877
1877,87,1878,1878,1878,1878
1878,114,1879,1879,1879,1879
1879,246,1880,1880,1880,1880
1880,487,1881,1881,1881,1881
1881,1470,1882,1882,1882,1882
1882,1858,1883,1883,1883,1883
1883,185,1884,1884,1884,1884
1884,298,1885,1885,1885,1885
1885,519,1886,1886,1886,1886
1886,1512,1887,1887,1887,1887
1887,517,1888,1888,1888,1888
1888,447,1889,1889,1889,1889
1889,779,1890,1890,1890,1890
1890,1123,1891,1891,1891,1891
1891,1322,1892,1892,1892,1892
1892,961,1893,1893,1893,1893
1893,1141,1894,1894,1894,1894
1894,360,1895,1895,1895,1895
1895,1119,1896,1896,1896,1896
1896,1863,1897,1897,1897,1897
1897,509,1898,1898,1898,1898
1898,1397,1899,1899,1899,1899
1899,597,1900,1900,1900,1900
1900,1349,1901,1901,1901,1901
1901,226,1902,1902,1902,1902
1902,1760,1903,1903,1903,1903
1903,884,1904,1904,1904,1904
1904,1788,1905,1905,1905,1905
1905,907,1906,1906,1906,1906
1906,1795,1907,1907,1907,1907
1907,1300,1908,1908,1908,1908
1908,1660,1909,1909,1909,1909
1909,526,1910,1910,1910,1910
1910,1046,1911,1911,1911,1911
1911,1476,1912,1912,1912,1912
1912,1976,1913,1913,1913,1913
1913,394,1914,1914,1914,1914
1914,723,1915,1915,1915,1915
1915,1464,1916,1916,1916,1916
1916,416,1917,1917,1917,1917
1917,600,1918,1918,1918,1918
1918,923,1919,1919,1919,1919
1919,1125,1920,1920,1920,1920
1920,1091,1921,1921,1921,1921
1921,74,1922,1922,1922,1922
1922,1421,1923,1923,1923,1923
1923,1534,1924,1924,1924,1924
1924,138,1925,1925,1925,1925
1925,1374,1926,1926,1926,1926
1926,669,1927,1927,1927,1927
1927,839,1928,1928,1928,1928
1928,335,1929,1929,1929,1929
1929,1914,1930,1930,1930,1930
1930,865,1931,1931,1931,1931
1931,1128,1932,1932,1932,1932
1932,194,1933,1933,1933,1933
1933,123,1934,1934,1934,1934
1934,1462,1935,1935,1935,1935
1935,1396,1936,1936,1936,1936
1936,543,1937,1937,1937,1937
1937,1562,1938,1938,1938,1938
1938,49,1939,1939,1939,1939
1939,662,1940,1940,1940,1940
1940,1426,1941,1941,1941,1941
1941,889,1942,1942,1942,1942
1942,619,1943,1943,1943,1943
1943,344,1944,1944,1944,1944
1944,235,1945,1945,1945,1945
1945,1389,1946,1946,1946,1946
1946,860,1947,1947,1947,1947
1947,1695,1948,1948,1948,1948
1948,540,1949,1949,1949,1949
1949,1071,1950,1950,1950,1950
1950,458,1951,1951,1951,1951
1951,1579,1952,1952,1952,1952
1952,1757,1953,1953,1953,1953
1953,313,1954,1954,1954,1954
1954,1707,1955,1955,1955,1955
1955,1479,1956,1956,1956,1956
1956,258,1957,1957,1957,1957
1957,1716,1958,1958,1958,1958
1958,482,1959,1959,1959,1959
1959,1983,1960,1960,1960,1960
1960,245,1961,1961,1961,1961
1961,1262,1962,1962,1962,1962
1962,218,1963,1963,1963,1963
1963,1644,1964,1964,1964,1964
1964,1640,1965,1965,1965,1965
1965,1415,1966,1966,1966,1966
1966,1549,1967,1967,1967,1967
1967,1678,1968,1968,1968,1968
1968,1656,1969,1969,1969,1969
1969,175,1970,1970,1970,1970
1970,1826,1971,1971,1971,1971
1971,1319,1972,1972,1972,1972
1972,993,1973,1973,1973,1973
1973,128,1974,1974,1974,1974
1974,1497,1975,1975,1975,1975
1975,1139,1976,1976,1976,1976
1976,535,1977,1977,1977,1977
1977,1582,1978,1978,1978,1978
1978,1842,1979,1979,1979,1979
1979,426,1980,1980,1980,1980
1980,1572,1981,1981,1981,1981
1981,1318,1982,1982,1982,1982
1982,1217,1983,1983,1983,1983
1983,938,1984,1984,1984,1984
1984,1092,1985,1985,1985,1985
1985,1427,1986,1986,1986,1986
1986,1852,1987,1987,1987,1987
1987,1844,1988,1988,1988,1988
1988,1224,1989,1989,1989,1989
1989,712,1990,1990,1990,1990
1990,749,1991,1991,1991,1991
1991,765,1992,1992,1992,1992
1992,499,1993,1993,1993,1993
1993,1447,1994,1994,1994,1994
1994,322,1995,1995,1995,1995
1995,969,1996,1996,1996,1996
1996,142,1997,1997,1997,1997
1997,1655,1998,1998,1998,1998
1998,1079,1999,1999,1999,1999
1999,702,2000,2000,2000,2000
